Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
1,2000-01-04,0.7701389789581299,0.8311859925057475,0.7602772473897574,0.8133416112650513,512377600
2,2000-01-05,0.7814085483551025,0.8307164032557635,0.7738954811251461,0.7795302690080285,778321600
3,2000-01-06,0.7137866616249084,0.8039493784334993,0.7137866616249084,0.7973754264275039,767972800
4,2000-01-07,0.7475982308387756,0.7588687119469941,0.717544300047654,0.7250573689390404,460734400
5,2000-01-10,0.7344490885734558,0.7682595590228402,0.7119082399184388,0.7663812803640587,505064000
6,2000-01-11,0.6968812346458435,0.7466586519943053,0.6799760250734774,0.7208308291016846,441548800
7,2000-01-12,0.655087411403656,0.7175439581620455,0.6499213043660624,0.7137865477354933,976068800
8,2000-01-13,0.7269354462623596,0.7419624335891944,0.6950032423980641,0.7099124077835497,1032684800
9,2000-01-14,0.7546414732933044,0.768259711019861,0.7466588250328903,0.7513544975297026,390376000
10,2000-01-18,0.7809389233589172,0.7964362935792543,0.7546415108739105,0.7588684539756724,459177600
11,2000-01-19,0.8006623983383179,0.8170980808026621,0.776712796710261,0.7936180615035864,597643200
12,2000-01-20,0.8527879118919373,0.9128957696114062,0.8527879118919373,0.8678148512426307,1831132800
13,2000-01-21,0.8363521695137024,0.8584226949939934,0.8278991337273192,0.8584226949939934,495924800
14,2000-01-24,0.79831463098526,0.8471520485811874,0.7898615466979472,0.8147502641966269,440876800
15,2000-01-25,0.8433952927589417,0.8499701464054453,0.769199592666498,0.7889222475896334,497145600
16,2000-01-26,0.8278990983963013,0.8579530759334865,0.8246121718831729,0.8264904012740049,367158400
17,2000-01-27,0.8264903426170349,0.8490312505161031,0.8039494848763084,0.8175677253977571,340144000
18,2000-01-28,0.7635640501976013,0.8330641372595451,0.7560509841194963,0.8128719476970554,423348800
19,2000-01-31,0.7795301079750061,0.7804692725337031,0.7100300747732394,0.7588683873670126,701680000
20,2000-02-01,0.7532325983047485,0.7889222010959372,0.7513543697521058,0.7814082837189119,318035200
21,2000-02-02,0.7424317598342896,0.7673204701763564,0.7288134741928621,0.7569900124485291,464195200
22,2000-02-03,0.776243269443512,0.7832876063227459,0.7532327821697146,0.7537023645016622,475193600
23,2000-02-04,0.8114632964134216,0.8264902319449925,0.7785910786745449,0.7809389401695792,425320000
24,2000-02-07,0.8570138216018677,0.8584225687354269,0.7959668083641347,0.8114633779416643,441067200
25,2000-02-08,0.8631188869476318,0.872510130977171,0.8358823130555186,0.8565440330237296,408643200
26,2000-02-09,0.8462128043174744,0.8800241351213123,0.8448041577020347,0.8574832813576421,299364800
27,2000-02-10,0.8527879118919373,0.8556053062753561,0.8264904419989645,0.8480921877084424,302982400
28,2000-02-11,0.8170980215072632,0.8574832525106428,0.813341463464691,0.8537266944680707,212251200
29,2000-02-14,0.8701624274253845,0.8706320097481809,0.8161589053954462,0.8213241604712045,367539200
30,2000-02-15,0.8941119313240051,0.9011562672984743,0.8654667105376628,0.865936292809298,485744000
31,2000-02-16,0.8574830293655396,0.8875377931681109,0.8424560988891155,0.8847195979154377,378246400
32,2000-02-17,0.8631188869476318,0.8678145089624014,0.8499701822663833,0.8654666979550166,289497600
33,2000-02-18,0.8358826637268066,0.8668757081063417,0.8330644165807242,0.8612409191980372,233441600
34,2000-02-22,0.8551353216171265,0.8786153359246367,0.8016013424272517,0.8274292177222059,422296000
35,2000-02-23,0.8734492063522339,0.8941118270612738,0.8340030963348248,0.850791387883855,473099200
36,2000-02-24,0.8655838370323181,0.8950512584939071,0.8396389854646263,0.8814329688754805,376432000
37,2000-02-25,0.8293077349662781,0.8790852241231643,0.827429505712586,0.862649539432335,249144000
38,2000-02-28,0.8509092330932617,0.8640579375676614,0.814280563056261,0.8274292675306606,328328000
39,2000-02-29,0.861240565776825,0.8809632217127226,0.8457432474130012,0.8532570653020302,368961600
40,2000-03-01,0.9791083335876465,0.9922570358296853,0.8903551953537064,0.8908247775314025,1077003200
41,2000-03-02,0.9166531562805176,0.9612645937254644,0.9067914229792737,0.954221057417607,311259200
42,2000-03-03,0.961733877658844,0.9634952378771082,0.9016260306979292,0.9382538565102683,323366400
43,2000-03-06,0.9443594813346863,0.9701873236193872,0.9391933711674874,0.9467072937226066,210560000
44,2000-03-07,0.9232270121574402,0.9575079327342579,0.9100783033289173,0.9499940122274065,273011200
45,2000-03-08,0.9166531562805176,0.9312106138925657,0.8908253182956729,0.9232271101256248,271230400
46,2000-03-09,0.9185311198234558,0.9391928402613172,0.8884771519760092,0.9081998081795647,276718400
47,2000-03-10,0.9448286294937134,0.96126431182005,0.9091389683574642,0.9143050761495618,248606400
48,2000-03-13,0.9114871025085449,0.950463648802262,0.8978688104910665,0.9175922761245365,303956800
49,2000-03-14,0.8584225177764893,0.9335582016896559,0.8565441883765812,0.9107825047073699,428579200
50,2000-03-15,0.8734492063522339,0.9035039729820399,0.8574831100284811,0.868753584816755,443609600
51,2000-03-16,0.9133650064468384,0.9166527845697521,0.86030060460698,0.8814328100284231,378100800
52,2000-03-17,0.9391932487487793,0.9391932487487792,0.8988079516924862,0.9025654140638539,305043200
53,2000-03-20,0.9241662621498108,0.9485853524055156,0.9194705379045587,0.9279236240162451,204489600
54,2000-03-21,1.0138589143753052,1.027477099757203,0.9138352929008733,0.9208788255944554,524328000
55,2000-03-22,1.083358883857727,1.0847684330497127,0.9885005669478651,0.9976579719717357,567996800
56,2000-03-23,1.0617583990097046,1.1298497523653452,1.0518966671220682,1.0669236047261665,562564800
57,2000-03-24,1.0420347452163696,1.081480863040333,1.0180851445661085,1.070210386021584,446913600
58,2000-03-27,1.0486098527908325,1.087586401438434,1.0284168034981778,1.0340524953315353,279182400
59,2000-03-28,1.0453225374221802,1.0669234242756642,1.0302946995096132,1.0312338641416487,202966400
60,2000-03-29,1.0213727951049805,1.0476702036959447,1.0055236668369483,1.0472007217615662,239836800
61,2000-03-30,0.9448286294937134,1.0345216624426952,0.9424807178685232,1.0035278245568262,414400000
62,2000-03-31,1.020434021949768,1.0312340155370572,0.9467069792777854,0.9575078757152057,404633600
63,2000-04-03,1.0016497373580933,1.0481402044737613,0.9725349239519276,1.0180854236569792,328563200
64,2000-04-04,0.9565689563751221,0.9993020678538805,0.8772071053549026,0.9964846731379514,660329600
65,2000-04-05,0.9795788526535034,0.9983623429708889,0.9316797585760267,0.9502284076140357,457665600
66,2000-04-06,0.9406021237373352,1.0105717690220437,0.9260438735127395,0.9814569739555541,259627200
67,2000-04-07,0.9899095892906189,0.9908486536747089,0.942950351085686,0.9560990581630759,242435200
68,2000-04-10,0.9391932487487793,0.997423783518129,0.9373150191466029,0.9894402794626889,212262400
69,2000-04-11,0.8973989486694336,0.938253711686102,0.8870676366294058,0.9279233024960297,541822400
70,2000-04-12,0.8208547830581665,0.8941122519350126,0.7879834605150862,0.8941122519350126,941136000
71,2000-04-13,0.8551353216171265,0.9016257680029935,0.8152196283392972,0.8377605283468244,529827200
72,2000-04-14,0.8405781388282776,0.8865981621969808,0.8189763475332338,0.8213242091279734,667620800
73,2000-04-17,0.9307407140731812,0.9312102963758169,0.8194458461569597,0.8227336746503874,409561600
74,2000-04-18,0.9532812833786011,0.9532812833786011,0.8969291165715945,0.9279230440595375,390924800
75,2000-04-19,0.9100781083106995,0.9786390319224118,0.8997467958568818,0.9481155797232453,520150400
76,2000-04-20,0.8931726813316345,0.9373145141255512,0.8795543954904378,0.9293318169047662,722120000
77,2000-04-24,0.9053826928138733,0.9053826928138733,0.8621800067222158,0.8640582360841395,443620800
78,2000-04-25,0.9640814661979675,0.9673692438739867,0.9171222421813278,0.9175918243898298,391641600
79,2000-04-26,0.9114871025085449,0.9617340286213427,0.9016261722253534,0.9514027133649281,366912000
80,2000-04-27,0.952341616153717,0.9542207479288295,0.8759150637159213,0.8804937169552809,326603200
81,2000-04-28,0.9321495294570923,0.9579774636289264,0.9114870015495977,0.955160069619605,249580800
82,2000-05-01,0.9340277910232544,0.940132963518646,0.9157138786038722,0.9382538315712975,226195200
83,2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
84,2000-05-03,0.864527702331543,0.9110173587969637,0.8386998701877699,0.8936425106545064,489798400
85,2000-05-04,0.8316553831100464,0.8659362933958293,0.8307162185661401,0.8649971288519229,399515200
86,2000-05-05,0.8499704599380493,0.8621800040783432,0.8318904333532733,0.8325947568222487,284076800
87,2000-05-08,0.8274293541908264,0.8541962980421344,0.8264901895776221,0.8422214977987885,184900800
88,2000-05-09,0.7922093868255615,0.8358824506586364,0.7879832962215724,0.8288381136269417,327140800
89,2000-05-10,0.7461894154548645,0.7889225178729442,0.7419624715851981,0.7818781798847194,535091200
90,2000-05-11,0.772486686706543,0.7832875815835546,0.7438414631457737,0.7616858419878648,499744000
91,2000-05-12,0.8086459636688232,0.830246904322075,0.787161189734994,0.7964364201274396,306913600
92,2000-05-15,0.7588686347007751,0.8119330044703376,0.752293828588725,0.8119330044703376,678932800
93,2000-05-16,0.7940875887870789,0.819445835327597,0.772017120538207,0.7852827953331887,440451200
94,2000-05-17,0.761685848236084,0.7790606449035866,0.7541719292005828,0.7785910625826181,398092800
95,2000-05-18,0.7569902539253235,0.7884528745897333,0.7560510891860894,0.773895470023232,373777600
96,2000-05-19,0.70627361536026,0.7457197333256603,0.7015770900286709,0.7457197333256603,740667200
97,2000-05-22,0.6757495403289795,0.7043956281065591,0.6461651402313247,0.7043956281065591,755507200
98,2000-05-23,0.6447560787200928,0.7015769844516911,0.6433473821559346,0.6799761010569608,517585600
99,2000-05-24,0.658843994140625,0.6743405113214653,0.6236239666137247,0.6475735672750171,678462400
100,2000-05-25,0.655674159526825,0.6961772243794899,0.6461650400167075,0.6649493906705591,406750400
101,2000-05-26,0.6489821672439575,0.6752795752161661,0.6405299878742278,0.6611917067500973,181148800
102,2000-05-30,0.6579049825668335,0.6621310735429725,0.6142327675796921,0.6583745147919553,713059200
103,2000-05-31,0.6311379075050354,0.6856110122777892,0.6297292106841184,0.6527396475285769,433507200
104,2000-06-01,0.6696449518203735,0.6729318778246202,0.6039014159017073,0.6142327292770364,903840000
105,2000-06-02,0.6954730749130249,0.7494766231544995,0.6687060669884666,0.7043956951185749,792848000
106,2000-06-05,0.6860805153846741,0.715664902912491,0.6738709741483287,0.7011075003018458,323668800
107,2000-06-06,0.6978204846382141,0.7269352881975057,0.67856741053635,0.6910117923739116,525481600
108,2000-06-07,0.7255268692970276,0.7288138461968886,0.6884286010371561,0.7034563933834397,337019200
109,2000-06-08,0.7123778462409973,0.7400839515568806,0.699698724136985,0.733510050803195,238526400
110,2000-06-09,0.7194221019744873,0.7358577286566717,0.7090907926886516,0.7269351157174267,252358400
111,2000-06-12,0.685141384601593,0.7245875012097037,0.6827935734415786,0.7241179189143684,290337600
112,2000-06-13,0.7100302577018738,0.7114389547445196,0.6626006797266276,0.6851415377925983,351456000
113,2000-06-14,0.679506778717041,0.7231789971428113,0.6771589167732059,0.7114389852068144,277446400
114,2000-06-15,0.6940640211105347,0.7015770872732517,0.6687057236978482,0.6856109877951988,248572800
115,2000-06-16,0.685141384601593,0.7043953120352926,0.6691752856102064,0.7025161803206545,303564800
116,2000-06-19,0.7259962558746338,0.7353884542725144,0.6748101263733137,0.6804457664253866,394004800
117,2000-06-20,0.7607467174530029,0.7809389587866866,0.7391449767186736,0.7400840912440744,501390400
118,2000-06-21,0.8358826637268066,0.8556053277561514,0.7560512376186483,0.7588686822311494,490000000
119,2000-06-22,0.8077060580253601,0.8659365867580218,0.8048886637558206,0.8377608885205322,467712000
120,2000-06-23,0.7767127752304077,0.8208545662589197,0.7635640691158865,0.8081754424603934,204965600
121,2000-06-26,0.8133414387702942,0.8227336361248577,0.7832875207506053,0.7889223074850508,185354400
122,2000-06-27,0.7776517868041992,0.8340031082241197,0.7757735080682379,0.8081752833945304,203470400
123,2000-06-28,0.8180373907089233,0.8321252150518909,0.7738955879154152,0.8011321720357408,286428800
124,2000-06-29,0.7701389789581299,0.8105242173003112,0.7673207323016077,0.7973755093869619,203660800
125,2000-06-30,0.7870439887046814,0.8255509877279221,0.7767126774698085,0.7936179396678484,323097600
126,2000-07-03,0.8011319637298584,0.8161588988895618,0.7832875848141694,0.7832875848141694,70828800
127,2000-07-05,0.7757736444473267,0.8293075822536008,0.7626249386092364,0.8001927770573491,265216000
128,2000-07-06,0.7785910367965698,0.7954971032748688,0.7457197236757651,0.7889223490990529,309545600
129,2000-07-07,0.8180373907089233,0.823673032061246,0.7832877884802556,0.790331274305793,263603200
130,2000-07-10,0.8584225177764893,0.8753285858590734,0.8077059185955175,0.8128720266619812,397796000
131,2000-07-11,0.8556050658226013,0.8903554614750567,0.83306416154781,0.8565441301420367,357896000
132,2000-07-12,0.8847196102142334,0.885658674256059,0.8471517317594316,0.8734491363294918,225433600
133,2000-07-13,0.8490310311317444,0.9110171951808753,0.8227336213543588,0.8790849987702053,445659200
134,2000-07-14,0.8668757081031799,0.8865983721324527,0.8546661628294174,0.8584227222071726,190276800
135,2000-07-17,0.8762676119804382,0.8837806274418926,0.8584223820200594,0.8753284474290096,260002400
136,2000-07-18,0.8603004813194275,0.8847196588310744,0.8546656954922837,0.8790848730039305,318404800
137,2000-07-19,0.7917397022247314,0.8537266700274215,0.7776518826725953,0.8293075386998484,457872800
138,2000-07-20,0.8283685445785522,0.8574833524733635,0.8133415582814999,0.8264902653383023,465572800
139,2000-07-21,0.8048884868621826,0.8358824252494214,0.7954971412554617,0.8168632876470218,196235200
140,2000-07-24,0.7316317558288574,0.7945570303343792,0.7137865271158419,0.7898613583804461,412171200
141,2000-07-25,0.752293586730957,0.7607466195383051,0.7372666026169206,0.7560509471990033,211607200
142,2000-07-26,0.752293586730957,0.7701388169085113,0.7400839959888357,0.7490066110776128,210470400
143,2000-07-27,0.7814085483551025,0.8001928967343739,0.7494763448629923,0.7513546242100664,294985600
144,2000-07-28,0.7259962558746338,0.7889223951212131,0.704395368248715,0.785635419108215,237893600
145,2000-07-31,0.7635640501976013,0.7757736415359577,0.7325710162098361,0.7386753353748602,155299200
146,2000-08-01,0.7410231232643127,0.7687292288494325,0.7400839587487122,0.7560509091554425,137284000
147,2000-08-02,0.7100302577018738,0.7504154977720722,0.7090911430595573,0.736327674653795,162355200
148,2000-08-03,0.7213005423545837,0.722239706967253,0.6649492110027873,0.6846718183438406,339897600
149,2000-08-04,0.7119085192680359,0.7701389925720487,0.6959424171077101,0.7433719938919471,263121600
150,2000-08-07,0.7203615307807922,0.7372667470148699,0.7090911023941505,0.7194224161923327,187348000
151,2000-08-08,0.7025161385536194,0.7213004825751888,0.6959422376014217,0.7203613681986829,176674400
152,2000-08-09,0.7137866616249084,0.72787453283302,0.7100301534488646,0.7231788599942139,379640800
153,2000-08-10,0.7147259712219238,0.7278746804336074,0.7119085769789876,0.7213007270945262,251714400
